1.4e-07,0.1,-0.00280779
1.63679e-07,0.105616,-0.00313199
1.91304e-07,0.111546,-0.00349362
2.23614e-07,0.11781,-0.00389702
2.61344e-07,0.124426,-0.00434698
3.05493e-07,0.131413,-0.00484891
3.57014e-07,0.138793,-0.00540879
4.17296e-07,0.146587,-0.00603331
4.87725e-07,0.154819,-0.00672995
5.69951e-07,0.163513,-0.00750703
6.66055e-07,0.172695,-0.00837382
7.78292e-07,0.182393,-0.00934071
9.0961e-07,0.192635,-0.0104192
1.06296e-06,0.203453,-0.0116223
1.24216e-06,0.214878,-0.0129643
1.45136e-06,0.226944,-0.0144612
1.69596e-06,0.239689,-0.0161309
1.9815e-06,0.253149,-0.0179935
2.31526e-06,0.267364,-0.0200711
2.70557e-06,0.282378,-0.0223886
3.16145e-06,0.298236,-0.0249737
3.69401e-06,0.314983,-0.0278573
4.31643e-06,0.332671,-0.0310739
5.04363e-06,0.351353,-0.0346618
5.89295e-06,0.371083,-0.038664
6.88521e-06,0.391922,-0.0431284
8.0454e-06,0.41393,-0.0481082
9.40125e-06,0.437175,-0.053663
1.09854e-05,0.461725,-0.0598592
1.2836e-05,0.487653,-0.0667708
1.49982e-05,0.515038,-0.0744805
1.75253e-05,0.54396,-0.0830804
2.04771e-05,0.574507,-0.0926733
2.39271e-05,0.606769,-0.103374
2.79586e-05,0.640842,-0.11531
3.26688e-05,0.676829,-0.128624
3.81727e-05,0.714837,-0.143476
4.46037e-05,0.754979,-0.160042
5.21199e-05,0.797376,-0.178521
6.08989e-05,0.842153,-0.199134
7.11574e-05,0.889445,-0.222127
8.3145e-05,0.939392,-0.247775
9.71533e-05,0.992144,-0.276385
0.000113518,1.04786,-0.308298
0.000132642,1.1067,-0.343895
0.00015499,1.16885,-0.383603
0.000181103,1.23449,-0.427896
0.000211612,1.30381,-0.477303
0.000247261,1.37703,-0.532414
0.000288917,1.45436,-0.59389
0.000337589,1.53603,-0.662463
0.000394465,1.62228,-0.738955
0.000460923,1.71338,-0.824278
0.000538584,1.8096,-0.919453
0.000629322,1.91122,-1.02562
0.000735348,2.01855,-1.14404
0.000859227,2.1319,-1.27614
0.00100398,2.25162,-1.42349
0.00117311,2.37806,-1.58785
0.00137075,2.5116,-1.77119
0.00160168,2.65264,-1.9757
0.00187151,2.8016,-2.20383
0.00218681,2.95893,-2.45829
0.00255523,3.12509,-2.74214
0.00298568,3.30058,-3.05876
0.00348866,3.48593,-3.41195
0.00407636,3.68168,-3.80591
0.0047631,3.88843,-4.24536
0.00556548,4.10679,-4.73556
0.00650313,4.33741,-5.28236
0.0075987,4.58098,-5.89229
0.00887883,4.83823,-6.57266
0.0103746,5.10992,-7.33159
0.0121224,5.39687,-8.17815
0.0141647,5.69994,-9.12247
0.016551,6.02002,-10.1758
0.0193392,6.35808,-11.3509
0.0225972,6.71512,-12.6616
0.0264041,7.09222,-14.1236
0.0308523,7.49049,-15.7546
0.0360499,7.91112,-17.5739
0.0421229,8.35537,-19.6033
0.0492195,8.82458,-21.8672
0.0575111,9.32013,-24.3926
0.0672001,9.84351,-27.2098
0.0785212,10.3963,-30.3525
0.0917493,10.9801,-33.8584
0.107206,11.5967,-37.7697
0.125266,12.2479,-42.1332
0.146369,12.9357,-47.0014
0.171027,13.6621,-52.4329
0.19984,14.4293,-58.4932
0.233506,15.2396,-65.2556
0.272845,16.0954,-72.8018
0.31881,16.9992,-81.2235
0.37252,17.9539,-90.6234
0.435276,18.9621,-101.116
0.508606,20.0269,-112.832
0.594289,21.1515,-125.914
0.694407,22.3393,-140.527
0.811391,23.5938,-156.855
0.948082,24.9187,-175.104
1.1078,26.318,-195.512
1.29443,27.7959,-218.345
1.5125,29.3568,-243.909
1.7673,31.0054,-272.553
2.06504,32.7465,-304.681
2.41293,34.5854,-340.758
2.81943,36.5276,-381.329
3.29441,38.5788,-427.032
3.84942,40.7452,-478.624
4.49791,43.0333,-537.006
5.25566,45.4499,-603.269
6.14108,48.0021,-678.739
7.17565,50.6977,-765.046
8.38451,53.5447,-864.218
9.79703,56.5515,-978.8
11.4475,59.7272,-1112.02
13.376,63.0812,-1268
15.6295,66.6236,-1452.06
18.2625,70.3649,-1671.13
21.3392,74.3163,-1934.28
24.9341,78.4896,-2253.46
29.1347,82.8972,-2644.5
34.043,87.5524,-3128.49
39.778,92.469,-3733.63
46.4793,97.6617,-4497.73
