X,Y,F
0.4,-0.9,112.72
-0.442,0.16,2.20442
-0.396318,0.195364,2.09636
-0.41271,0.157068,2.01333
-0.387637,0.170329,1.9658
-0.389318,0.150262,1.93037
-0.374408,0.151568,1.90196
-0.369191,0.140181,1.87619
-0.358363,0.136302,1.85136
-0.350426,0.128424,1.82681
-0.340864,0.122798,1.80229
