X,Y,F
-0.9,0.7,29259.8
-0.908911,0.0965839,682.342
-0.918627,0.0653973,497.388
-0.925758,0.0423049,394.098
-0.930892,0.0243406,331.464
-0.934459,0.00985963,291.074
-0.936786,-0.00214062,263.646
-0.938126,-0.0123122,244.127
